Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,United Kingdom,GBR,14844983689.4759,13455946710.4103,17695462953.2055,19900616391.4387,20743208115.1684,19157502112.254,21529341423.4135,23971071437.4471,24389648234.2489,22426905154.862
Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,United Kingdom,GBR,12.3649342406448,10.3806574196606,9.77502815607601,9.45793093561371,8.68056480356352,6.9911735057095,6.99117353279636,6.9911735325258,..,..
Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Children (0-14) living with HIV,SH.HIV.0014,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",SL.WAG.0714.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,United Kingdom,GBR,1.66500997543335,1.50385999679565,0.275420010089874,0.100519999861717,0.0656699985265732,0.347920000553131,0.430370002985001,0.663089990615845,..,..
"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,United Kingdom,GBR,1.70634996891022,1.5302699804306,0.398930013179779,..,..,0.432689994573593,0.574609994888306,0.814450025558472,..,..
"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,United Kingdom,GBR,1.62560999393463,1.47867000102997,0.157539993524551,..,..,0.266939997673035,0.292530000209808,0.518469989299774,..,..
"Children out of school, primary",SE.PRM.UNER,United Kingdom,GBR,70472,64029,11885,4433,2978,16211,20508,32122,..,..
"Children out of school, primary, female",SE.PRM.UNER.FE,United Kingdom,GBR,35245,31808,8407,..,..,9850,13380,19278,..,..
"Children out of school, primary, male",SE.PRM.UNER.MA,United Kingdom,GBR,35227,32221,3478,..,..,6361,7128,12844,..,..
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,United Kingdom,GBR,3.98337062903158,3.68931614581704,0.250879849962799,1.98667358622335,-0.255087309712238,3.24832622184346,-0.354715406209989,-0.641432641970722,0.839600228630905,9.3542320347753
"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,United Kingdom,GBR,23.0915829350238,27.811242313317,27.0969972409702,28.6517442344138,27.4715949492639,30.6225159321245,29.0474424980798,27.1508157654898,27.4265743283733,42.7177717835703
Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,United Kingdom,GBR,-5.2039770130417,-3.08696351071294,-3.58868241930644,-5.4187962045304,-0.631643381651846,4.97465741297424,4.99207348872803,3.57443272691337,2.44488171552276,4.18904297906735
CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,United Kingdom,GBR,0.176831695730273,0.183227082716796,0.173925089291776,0.154824457870711,0.14597103964656,0.135800627988636,0.129070603066814,0.124836582663021,..,..
CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,United Kingdom,GBR,0.166108776445198,0.17211635276141,0.163378424077583,0.145436038231081,0.137119483540486,0.127565796745453,0.121243874645499,0.117266601533835,..,..
CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,United Kingdom,GBR,0.189010228552876,0.191450492017035,0.176926748029585,0.155527777336437,0.144441926313305,0.130798225844131,0.121243874645499,0.114510698891396,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United Kingdom,GBR,444420,467080,453060,414850,400370,378890,366380,358800,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Kingdom,GBR,7.02542460093701,7.33247132682362,7.06490255865771,6.42159819144514,6.14854495774701,5.77474166798541,5.54626594443601,5.39870813789348,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,United Kingdom,GBR,44.9644225506294,45.8452350038951,44.0521190020901,41.9306590819929,..,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,United Kingdom,GBR,36.2516639665182,32.5522011218635,33.2552043879398,33.0918353621791,35.2979776207009,41.9543358230621,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,United Kingdom,GBR,161109.645,152044.821,150666.029,137281.479,141322.513,158960.783,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,United Kingdom,GBR,37.1353678952342,35.2285741200651,34.8359334304507,38.9010492949259,41.5023031196144,44.2916382063396,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,United Kingdom,GBR,165037.002,164545.624,157827.68,161381.003,166162.771,167816.588,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,United Kingdom,GBR,8.77577084473636,8.30087423180126,8.66945346200027,9.59690074539035,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,United Kingdom,GBR,0.825579273855135,0.81147753830174,0.965002001156224,0.958709297763831,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,United Kingdom,GBR,19.0658638934501,20.1311347701896,20.8275892738026,19.0613966261279,..,..,..,..,..,..
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,United Kingdom,GBR,25.8246177039737,31.1814333732979,31.1678002913521,27.6026055200675,22.5879946049904,11.8800773311515,..,..,..,..
CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,United Kingdom,GBR,114769.766,145642.239,141208.836,114509.409,90435.554,45012.425,..,..,..,..
CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,United Kingdom,GBR,26.368363437329,24.9112784558123,25.4858362609508,28.452334248725,..,..,..,..,..,..
CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,United Kingdom,GBR,2.3637492579975,2.40973020039929,2.36466217035684,2.31216389603089,2.22409400583251,..,..,..,..,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,United Kingdom,GBR,0.0360330790602724,0.015639726671668,0.00661569760781225,0.00527704546223146,0.00349282771691341,0.00209257295126189,0.00206202464165788,0.00191651551170628,0.00142560882839826,..
Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,United Kingdom,GBR,1.53113632355007,1.56698536003777,2.04173084095317,2.47480508321806,2.7940900844343,..,..,..,..,..
"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,United Kingdom,GBR,24.06,22.08,25.14,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Commercial service exports (current US$),TX.VAL.SERV.CD.WT,United Kingdom,GBR,329745403458.753,335756866499.706,358238649320.555,384445477240.086,365188071876.657,355109459561.162,366088294792.816,410513465895.96,399588761939.474,339094656024.685
Commercial service imports (current US$),TM.VAL.SERV.CD.WT,United Kingdom,GBR,196959517928.828,198922876342.427,209342175792.41,231657537438.513,230677707009.451,223773236577.359,228494515474.976,260489308068.55,266756496075.536,201243793973.152
"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,United Kingdom,GBR,38.8417294756383,40.2753955960097,42.0773726735252,43.3217100631428,44.46991831442,45.0377917155373,46.0425995597995,10.773643907221,12.06173711239,12.1473170299009
"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,United Kingdom,GBR,40.2089321582432,40.750079522607,41.5280891066314,39.4157495853191,37.467690523944,37.0373032286499,39.0662010429697,11.698611541222,13.0042272969041,16.3814019292045
"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Compensation of employees (% of expense),GC.XPN.COMP.ZS,United Kingdom,GBR,13.6727307477541,13.6470911825003,13.8064317610531,14.2448470525892,14.5512654260238,15.1084450871978,15.5114345567122,15.7769698340221,16.5796198456581,..
Compensation of employees (current LCU),GC.XPN.COMP.CN,United Kingdom,GBR,94638403689.4219,99009646529.04,98782672156.9353,104774553732.027,107931828607.718,113552202670.812,119523669205.437,125163750323.644,135379062091.538,..
Completeness of birth registration (%),SP.REG.BRTH.ZS,United Kingdom,GBR,..,..,..,100,..,..,100,..,..,..
"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,100,..,..,..
"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,100,..,..,..
"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,United Kingdom,GBR,..,..,..,..,..,100,..,..,..,..
"Compulsory education, duration (years)",SE.COM.DURS,United Kingdom,GBR,11,11,11,11,11,11,11,11,11,11
"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,United Kingdom,GBR,43.7041450555314,44.7741792416196,44.6503188174227,46.0554614163333,47.8353887339393,48.9563316170295,51.0919423549928,52.9976123464354,51.7208785086862,57.3641300999121
"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,United Kingdom,GBR,42.5337929436873,44.141368374501,44.4925579905797,44.4309011209266,44.4149000035009,46.0897872790382,47.7612368773981,48.8228851444088,49.9248195666934,66.3339433464826
"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Consumer price index (2010 = 100),FP.CPI.TOTL,United Kingdom,GBR,103.856112446828,106.528574070649,108.969853893102,110.551137414463,110.958017384871,112.076937303495,114.943591640466,117.579064176068,119.622711300166,120.806362123174
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,United Kingdom,GBR,8141000,7980000,8244000,9511000,9772000,10200000,10240000,10313000,10276500,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,United Kingdom,GBR,..,76.1,..,..,..,..,..,..,..,..
"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,United Kingdom,GBR,..,71.1,..,..,..,..,..,..,..,..
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,United Kingdom,GBR,0.469999998807907,0.46000000834465,0.490000009536743,0.430000007152557,0.379999995231628,0.419999986886978,0.430000007152557,0.419999986886978,0.419999986886978,..
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,United Kingdom,GBR,0.239999994635582,0.280000001192093,0.259999990463257,0.330000013113022,0.280000001192093,0.330000013113022,0.310000002384186,0.300000011920929,0.360000014305115,..
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,United Kingdom,GBR,0.349999994039536,0.360000014305115,0.370000004768372,0.379999995231628,0.330000013113022,0.370000004768372,0.360000014305115,0.360000014305115,0.389999985694885,..
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,United Kingdom,GBR,0.7,0.7,0.3,0.3,0.1,0.1,0,0,0,..
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,United Kingdom,GBR,0.7,0.7,0.3,0.3,0.1,0.1,0,0,0,..
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,United Kingdom,GBR,0.7,0.7,0.3,0.3,0.1,0.1,0,0,0,..
"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,United Kingdom,GBR,..,..,..,280,280,280,280,280,280,..
"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,United Kingdom,GBR,..,..,..,25,25,25,25,25,25,..
"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD,United Kingdom,GBR,..,..,..,0,0,0,0,0,0,..
"Cost to import, documentary compliance (US$)",IC.IMP.CSDC.CD,United Kingdom,GBR,..,..,..,0,0,0,0,0,0,..
Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
