Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
BELLOY SAINT-MARTIN;87276550;Dimanche;2019;2019-10-13;H;H;Après 20h;7
NOISY LE ROI;87393876;Samedi;2016;2016-03-12;L;GCO;De 10h à 16h;111
ERMONT EAUBONNE;87276055;Samedi;2019;2019-10-12;H;H;Avant 6h;90
PARIS GARE DE LYON;87686030;Samedi;2017;2017-03-11;R;R;Après 20h;2898
MELUN;87682005;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;1369
BELLOY SAINT-MARTIN;87276550;Dimanche;2019;2019-10-13;H;H;Avant 6h;1
PIERRELAYE;87276097;Samedi;2019;2019-10-12;H;H;Après 20h;101
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;751
MEUDON;87393108;JOB;2018;2018-10-16;N;N;Avant 6h;8
GARANCIERES LA QUEUE;87393439;JOB;2018;2018-10-16;N;N;Avant 6h;7
BELLOY SAINT-MARTIN;87276550;JOB;2019;2019-10-10;H;H;De 10h à 16h;55
PONT PETIT;87276154;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;17
ESSONNES ROBINSON;87681601;Samedi;2019;2019-03-23;D;D;Après 20h;5
MEUDON;87393108;Samedi;2018;2018-10-20;N;N;De 6h à 10h;178
MELUN;87682005;Samedi;2017;2017-03-11;R;R;Après 20h;906
BOIGNEVILLE;87684407;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;2
SAINT-GERMAIN EN LAYE GRANDE CEINTURE;87382804;JOB;2016;2016-03-15;L;GCO;De 10h à 16h;67
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2019;2019-10-10;H;H;De 10h à 16h;905
THOMERY;87682252;JOB;2017;2017-03-07;R;R;Après 20h;6
MONTARGIS;87684001;Samedi;2017;2017-03-11;R;R;De 16h à 20h;200
BESSANCOURT;87276642;JOB;2019;2019-10-10;H;H;Avant 6h;45
SAINT-GERMAIN EN LAYE GRANDE CEINTURE;87382804;Samedi;2016;2016-03-12;L;GCO;Après 20h;11
EVRY COURCOURONNES CENTRE;87681387;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;3119
MONTFORT L'AMAURY MERE;87393892;JOB;2018;2018-10-16;N;N;De 10h à 16h;117
MONTEREAU;87682302;Samedi;2017;2017-03-11;R;R;De 10h à 16h;509
BOIGNEVILLE;87684407;JOB;2019;2019-03-26;D;D;Avant 6h;3
SAINT-NOM LA BRETECHE FORET DE MARLY;87382481;JOB;2016;2016-03-15;L;GCO;Avant 6h;0
EVRY COURCOURONNES CENTRE;87681387;JOB;2019;2019-03-26;D;D;Après 20h;1263
NEZEL AULNAY;87381731;Samedi;2018;2018-10-20;N;N;De 16h à 20h;29
MONTEREAU;87682302;Samedi;2017;2017-03-11;R;R;De 6h à 10h;119
BOUFFEMONT MOISSELLES;87276485;Samedi;2019;2019-10-12;H;H;Après 20h;76
SAINT-NOM LA BRETECHE FORET DE MARLY;87382481;JOB;2016;2016-03-15;L;GCO;De 6h à 10h;159
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Samedi;2019;2019-10-12;H;H;De 16h à 20h;616
VULAINES SUR SEINE SAMOREAU;87682443;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;15
LA VERRIERE;87393256;JOB;2018;2018-10-16;N;N;De 16h à 20h;565
CERNAY;87276063;JOB;2019;2019-10-10;H;H;De 6h à 10h;992
SAINT-LEU D'ESSERENT;87276402;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;21
EVRY COURCOURONNES CENTRE;87681387;Samedi;2019;2019-03-23;D;D;Après 20h;1333
VULAINES SUR SEINE SAMOREAU;87682443;Samedi;2017;2017-03-11;R;R;De 10h à 16h;39
LA VERRIERE;87393256;JOB;2018;2018-10-18;N;N;De 16h à 20h;169
BOUTIGNY;87681478;JOB;2019;2019-03-26;D;D;De 6h à 10h;183
SAINT-LEU D'ESSERENT;87276402;JOB;2019;2019-10-10;H;H;De 10h à 16h;33
EVRY VAL DE SEINE;87681361;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;101
PARIS MONTPARNASSE;87391003;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;5769
MONTIGNY SUR LOING;87684100;Samedi;2017;2017-03-11;R;R;De 16h à 20h;60
CHAMP DE COURSES D'ENGHIEN;87276030;JOB;2019;2019-10-10;H;H;De 16h à 20h;751
BECON LES BRUYERES;87382002;JOB;2019;2019-03-14;L;L2;Après 20h;550
EVRY VAL DE SEINE;87681361;JOB;2019;2019-03-26;D;D;De 10h à 16h;279
VULAINES SUR SEINE SAMOREAU;87682443;Samedi;2017;2017-03-11;R;R;De 16h à 20h;20
LA VERRIERE;87393256;Samedi;2018;2018-10-20;N;N;De 10h à 16h;1019
BUNO GIRONVILLE;87681510;Samedi;2019;2019-03-23;D;D;De 6h à 10h;10
BECON LES BRUYERES;87382002;JOB;2019;2019-03-14;L;L2;De 16h à 20h;3040
GARGES SARCELLES;87276196;Samedi;2019;2019-03-23;D;D;De 6h à 10h;5493
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;Samedi;2017;2017-12-02;T11;T11;Après 20h;386
MORET VENEUX LES SABLONS;87682278;Samedi;2017;2017-03-11;R;R;Après 20h;94
CHANTILLY GOUVIEUX;87276113;Dimanche;2019;2019-03-24;D;D;Après 20h;22
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2019;2019-10-10;H;H;Après 20h;113
GOUSSAINVILLE;87276246;Samedi;2019;2019-03-23;D;D;Après 20h;545
PLAISIR LES CLAYES;87393629;JOB;2018;2018-10-16;N;N;Avant 6h;46
LE PERRAY;87393298;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;39
CREIL;87276006;Samedi;2019;2019-10-12;H;H;Avant 6h;7
CLICHY LEVALLOIS;87381129;Dimanche;2019;2019-03-17;L;L2;De 16h à 20h;823
L'ISLE ADAM PARMAIN;87276527;Dimanche;2019;2019-10-13;H;H;Après 20h;74
LE BOURGET TRAM 11 EXPRESS;87697359;Samedi;2017;2017-12-02;T11;T11;De 16h à 20h;689
NEMOURS SAINT-PIERRE;87684126;JOB;2017;2017-03-07;R;R;De 10h à 16h;463
DOMONT;87276436;JOB;2019;2019-10-10;H;H;De 6h à 10h;2312
SARCELLES SAINT-BRICE;87276386;Samedi;2019;2019-10-12;H;H;Avant 6h;93
LA BARRE ORMESSON;87271171;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;326
SAINT-CYR;87393223;Dimanche;2018;2018-10-14;N;N;Avant 6h;5
PARIS GARE DE LYON;87686030;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;2118
COMBS LA VILLE QUINCY;87682146;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;782
COURBEVOIE;87382200;Dimanche;2019;2019-03-17;L;L2;De 10h à 16h;1525
LUZARCHES;87276576;Samedi;2019;2019-10-12;H;H;Après 20h;70
SEVRES RIVE GAUCHE;87393124;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;229
SAINT-MAMMES;87682294;JOB;2017;2017-03-07;R;R;De 16h à 20h;34
DOMONT;87276436;Samedi;2019;2019-10-12;H;H;Après 20h;206
L'ETANG LA VILLE;87382473;JOB;2019;2019-03-14;L;L2;Après 20h;26
MERY SUR OISE;87276667;Dimanche;2019;2019-10-13;H;H;Avant 6h;11
TACOIGNIERES RICHEBOURG;87393454;JOB;2018;2018-10-16;N;N;Après 20h;1
SAINT-MAMMES;87682294;Samedi;2017;2017-03-11;R;R;Après 20h;9
ECOUEN EZANVILLE;87276394;Dimanche;2019;2019-10-13;H;H;Avant 6h;14
VALMONDOIS;87276535;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;376
LA FERTE ALAIS;87681452;JOB;2019;2019-03-26;D;D;Après 20h;19
VILLETANEUSE UNIVERSITE TRAM 11 EXPRESS;87697318;Samedi;2017;2017-12-02;T11;T11;De 16h à 20h;312
NEZEL AULNAY;87381731;Dimanche;2018;2018-10-14;N;N;Après 20h;4
COMBS LA VILLE QUINCY;87682146;JOB;2019;2019-03-26;D;D;De 16h à 20h;1175
VALMONDOIS;87276535;Samedi;2019;2019-10-12;H;H;Après 20h;47
MERY SUR OISE;87276667;JOB;2019;2019-10-10;H;H;De 6h à 10h;699
ALLEE DE LA TOUR RENDEZ-VOUS;87113878;Dimanche;2015;2015-10-04;T4;T4;Après 20h;22
NEZEL AULNAY;87381731;JOB;2018;2018-10-16;N;N;De 10h à 16h;27
ECOUEN EZANVILLE;87276394;JOB;2019;2019-10-10;H;H;De 10h à 16h;709
LA DEFENSE GRANDE ARCHE;87382218;JOB;2019;2019-03-14;L;L2;De 10h à 16h;7679
MONTSOULT MAFFLIERS;87276493;Samedi;2019;2019-10-12;H;H;De 16h à 20h;231
VANVES MALAKOFF;87391532;Dimanche;2018;2018-10-14;N;N;Avant 6h;2
VERNOU SUR SEINE;87682468;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;17
ECOUEN EZANVILLE;87276394;Samedi;2019;2019-10-12;H;H;Après 20h;134
VILLAINES;87272021;JOB;2019;2019-10-10;H;H;De 6h à 10h;127
PARIS NORD;87271031;Samedi;2019;2019-10-12;H;H;Après 20h;14178
BONDY;87113407;Dimanche;2015;2015-10-04;T4;T4;Avant 6h;16
ORGERUS BEHOUST;87393447;JOB;2018;2018-10-16;N;N;Avant 6h;11
ENGHIEN LES BAINS;87276022;Dimanche;2019;2019-10-13;H;H;Après 20h;775
LOUVECIENNES;87382457;JOB;2019;2019-03-14;L;L2;Après 20h;66
LE MEE;87682179;Samedi;2019;2019-03-23;D;D;De 6h à 10h;612
BONDY;87113407;JOB;2015;2015-10-15;T4;T4;De 10h à 16h;0
PARIS MONTPARNASSE;87391003;JOB;2018;2018-10-18;N;N;De 6h à 10h;6077
CORBEIL ESSONNES;87681007;JOB;2019;2019-03-26;D;D;De 10h à 16h;3683
VILLAINES;87272021;Samedi;2019;2019-10-12;H;H;De 16h à 20h;16
PERSAN BEAUMONT;87276469;Dimanche;2019;2019-10-13;H;H;Après 20h;266
FREINVILLE SEVRAN;87113894;JOB;2015;2015-10-06;T4;T4;De 10h à 16h;466
DUGNY LA COURNEUVE TRAM 11 EXPRESS;87697342;Dimanche;2017;2017-12-03;T11;T11;Avant 6h;6
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2019;2019-10-10;H;H;De 6h à 10h;2614
LOUVECIENNES;87382457;Samedi;2019;2019-03-16;L;L2;De 16h à 20h;231
PERSAN BEAUMONT;87276469;Samedi;2019;2019-10-12;H;H;De 16h à 20h;827
REMISE A JORELLE;87988709;JOB;2015;2015-10-06;T4;T4;Avant 6h;41
PARIS MONTPARNASSE;87391003;Samedi;2018;2018-10-20;N;N;De 16h à 20h;8142
FREPILLON;87276659;JOB;2019;2019-10-10;H;H;De 10h à 16h;121
MARLY LE ROI;87382465;Samedi;2019;2019-03-16;L;L2;Avant 6h;24
LE VERT DE MAISONS;87681247;Dimanche;2019;2019-03-24;D;D;Avant 6h;26
CHAUFFRY;87116350;JOB;2019;2019-05-14;P;P;De 16h à 20h;1
PLAISIR LES CLAYES;87393629;Samedi;2018;2018-10-20;N;N;Avant 6h;43
EVRY VAL DE SEINE;87681361;Samedi;2019;2019-03-23;D;D;De 6h à 10h;183
ASNIERES SUR SEINE;87381137;JOB;2019;2019-03-14;J;J4;Après 20h;985
PONT PETIT;87276154;Samedi;2019;2019-10-12;H;H;Après 20h;4
CHAUFFRY;87116350;JOB;2019;2019-05-14;P;P;De 6h à 10h;10
RAMBOUILLET;87393314;Samedi;2018;2018-10-20;N;N;De 16h à 20h;364
GOUSSAINVILLE;87276246;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;639
ASNIERES SUR SEINE;87381137;Samedi;2019;2019-03-16;J;J4;De 10h à 16h;2737
PONTOISE;87276139;Dimanche;2019;2019-10-13;H;H;Avant 6h;52
COUILLY SAINT-GERMAIN QUINCY;87116731;Dimanche;2019;2019-05-12;P;P;De 16h à 20h;29
PIERREFITTE STAINS TRAM 11 EXPRESS;87697326;Samedi;2017;2017-12-02;T11;T11;De 10h à 16h;526
LUZARCHES;87276576;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;40
COLOMBES;87381087;Dimanche;2019;2019-03-17;J;J4;De 10h à 16h;2174
LES NOUES;87276238;Samedi;2019;2019-03-23;D;D;De 6h à 10h;507
PUTEAUX;87382382;JOB;2016;2016-03-15;U;U;De 10h à 16h;65
STAINS LA CERISAIE TRAM 11 EXPRESS;87697334;Samedi;2017;2017-12-02;T11;T11;Après 20h;132
GRIGNY CENTRE;87681379;Samedi;2019;2019-03-23;D;D;De 16h à 20h;2174
PARIS SAINT-LAZARE;87384008;Samedi;2019;2019-03-16;J;J4;Avant 6h;130
MAISONS-ALFORT ALFORTVILLE;87681155;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;3693
COULOMMIERS;87116301;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;13
TACOIGNIERES RICHEBOURG;87393454;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;42
MERIEL;87276675;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;105
SAINT-CLOUD;87382358;JOB;2019;2019-03-14;L;L2;De 16h à 20h;5156
MELUN;87682005;Samedi;2019;2019-03-23;D;D;Avant 6h;111
CRECY LA CHAPELLE;87116772;JOB;2019;2019-05-14;P;P;De 6h à 10h;205
TACOIGNIERES RICHEBOURG;87393454;Samedi;2018;2018-10-20;N;N;De 16h à 20h;29
MONTSOULT MAFFLIERS;87276493;JOB;2019;2019-10-10;H;H;Après 20h;107
SANNOIS;87276188;Samedi;2019;2019-03-16;J;J4;De 6h à 10h;773
SAINT-LEU D'ESSERENT;87276402;Samedi;2019;2019-10-12;H;H;De 6h à 10h;10
SEVRES VILLE D'AVRAY;87382341;Samedi;2016;2016-03-12;U;U;Après 20h;82
VANVES MALAKOFF;87391532;JOB;2018;2018-10-16;N;N;Après 20h;155
LE BRAS DE FER - EVRY GENOPOLE;87681395;JOB;2019;2019-03-26;D;D;De 6h à 10h;1824
SURESNES MONT VALERIEN;87382374;Samedi;2019;2019-03-16;L;L2;Avant 6h;11
MENNECY;87681411;JOB;2019;2019-03-26;D;D;De 10h à 16h;410
ESBLY;87116327;Dimanche;2019;2019-03-16;P;P;Après 20h;86
BONDY;87113407;JOB;2015;2015-10-06;T4;T4;De 10h à 16h;1425
NOINTEL MOURS;87276758;Samedi;2019;2019-10-12;H;H;De 6h à 10h;80
VERSAILLES RIVE DROITE;87382861;JOB;2019;2019-03-14;L;L2;Avant 6h;62
MENNECY;87681411;JOB;2019;2019-03-26;D;D;De 6h à 10h;973
ESBLY;87116327;Dimanche;2019;2019-03-16;P;P;De 10h à 16h;480
VILLEPREUX LES CLAYES;87393413;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;402
LE COUDRAY MONTCEAUX;87681635;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;7
BECON LES BRUYERES;87382002;Samedi;2014;2014-05-17;L;L3;Après 20h;587
ORANGIS BOIS DE L'EPINE;87681346;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;629
ESBLY;87116327;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;95
L'ABBAYE;87113886;JOB;2015;2015-10-15;T4;T4;Avant 6h;1
PARIS NORD;87271031;Samedi;2019;2019-10-12;H;H;De 10h à 16h;17547
BECON LES BRUYERES;87382002;Samedi;2014;2014-05-17;L;L3;Avant 6h;40
TAVERNY;87276634;Dimanche;2019;2019-10-13;H;H;Après 20h;114
SURESNES MONT VALERIEN;87382374;Samedi;2016;2016-03-12;U;U;Avant 6h;0
VILLEPREUX LES CLAYES;87393413;Samedi;2018;2018-10-20;N;N;De 6h à 10h;428
LE VERT DE MAISONS;87681247;Dimanche;2019;2019-03-24;D;D;Après 20h;227
CLICHY LEVALLOIS;87381129;Dimanche;2014;2014-05-18;L;L3;Après 20h;433
ORRY LA VILLE COYE LA FORET;87276279;JOB;2019;2019-03-26;D;D;De 10h à 16h;138
FAREMOUTIERS POMMEUSE;87116277;Dimanche;2019;2019-03-16;P;P;Après 20h;19
LES COQUETIERS;87113845;Dimanche;2015;2015-10-04;T4;T4;Après 20h;65
PIERRELAYE;87276097;Dimanche;2019;2019-10-13;H;H;Après 20h;72
PARIS SAINT-LAZARE;87384008;Samedi;2016;2016-11-19;J;J5;Après 20h;2705
ORRY LA VILLE COYE LA FORET;87276279;Samedi;2019;2019-03-23;D;D;Après 20h;406
TRAPPES;87393835;JOB;2016;2016-03-17;U;U;De 16h à 20h;1332
VIROFLAY RIVE GAUCHE;87393215;Samedi;2018;2018-10-20;N;N;De 6h à 10h;388
PIERRELAYE;87276097;JOB;2019;2019-10-10;H;H;De 10h à 16h;312
CLICHY LEVALLOIS;87381129;Samedi;2014;2014-05-17;L;L3;Avant 6h;55
PARIS GARE DE LYON;87686030;Samedi;2019;2019-03-23;D;D;De 16h à 20h;23069
ISLES ARMENTIERES CONGIS;87116616;JOB;2019;2019-05-14;P;P;Avant 6h;6
LYCEE HENRI SELLIER;87988717;Dimanche;2015;2015-10-04;T4;T4;Avant 6h;11
PIERRELAYE;87276097;Samedi;2019;2019-10-12;H;H;Avant 6h;19
LA GARENNE COLOMBES;87386003;JOB;2018;2018-03-27;L;L3;Après 20h;365
VALMONDOIS;87276535;JOB;2019;2019-10-10;H;H;Avant 6h;19
ISLES ARMENTIERES CONGIS;87116616;Samedi;2019;2019-05-11;P;P;De 10h à 16h;43
LYCEE HENRI SELLIER;87988717;JOB;2015;2015-10-15;T4;T4;Avant 6h;3
LES NOUES;87276238;Dimanche;2019;2019-03-24;D;D;Après 20h;108
VILLENNES SUR SEINE;87386649;Samedi;2016;2016-11-19;J;J5;De 10h à 16h;266
VIARMES;87276568;Samedi;2019;2019-10-12;H;H;Après 20h;20
JOUY SUR MORIN MONUMENT;87430884;JOB;2019;2019-05-14;P;P;Avant 6h;4
REMISE A JORELLE;87988709;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;148
LES NOUES;87276238;JOB;2019;2019-03-26;D;D;De 6h à 10h;1203
ANDRESY;87381491;Dimanche;2016;2016-11-20;J;J6;Avant 6h;3
PIERREFITTE STAINS;87271163;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;3053
JOUY SUR MORIN MONUMENT;87430884;Samedi;2019;2019-05-11;P;P;De 16h à 20h;1
CHAMPBENOIST POIGNY;87115873;JOB;2019;2019-05-16;P;P;Après 20h;7
LOUVRES;87276253;Samedi;2019;2019-03-23;D;D;Après 20h;184
LES VALLEES;87386300;Samedi;2014;2014-05-17;L;L3;De 6h à 10h;736
PIERREFITTE STAINS;87271163;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;2317
LA FERTE GAUCHER;87116392;Dimanche;2019;2019-05-12;P;P;Après 20h;1
CHAMPBENOIST POIGNY;87115873;JOB;2019;2019-05-16;P;P;De 6h à 10h;37
LOUVRES;87276253;Samedi;2019;2019-03-23;D;D;De 10h à 16h;784
ARGENTEUIL;87381848;Samedi;2016;2016-11-19;J;J6;Après 20h;1050
PIERREFITTE STAINS;87271163;JOB;2019;2019-03-26;D;D;Avant 6h;576
LA FERTE GAUCHER;87116392;JOB;2019;2019-05-14;P;P;De 6h à 10h;3
REMISE A JORELLE;87988709;JOB;2015;2015-10-06;T4;T4;Après 20h;40
SAINT-DENIS;87271015;Samedi;2019;2019-10-12;H;H;Après 20h;3607
NANTERRE UNIVERSITE;87386318;Samedi;2014;2014-05-17;L;L3;De 6h à 10h;382
ARGENTEUIL;87381848;Samedi;2019;2019-03-16;J;J4;Avant 6h;169
LAGNY THORIGNY;87116319;Dimanche;2019;2019-03-16;P;P;Après 20h;240
CHATEAU THIERRY;87116582;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;277
MALESHERBES;87684415;Samedi;2019;2019-03-23;D;D;De 16h à 20h;115
CHANTELOUP LES VIGNES;87381475;Dimanche;2016;2016-11-20;J;J6;Après 20h;13
ASNIERES SUR SEINE;87381137;Dimanche;2019;2019-03-17;J;J4;Après 20h;411
MONTRY CONDE;87116400;Samedi;2019;2019-05-11;P;P;Avant 6h;1
CHATEAU THIERRY;87116582;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;112
SAINT-LEU D'ESSERENT;87276402;JOB;2019;2019-10-10;H;H;De 6h à 10h;58
CHANTELOUP LES VIGNES;87381475;JOB;2018;2018-01-30;J;J6;De 6h à 10h;214
SAINT-FARGEAU;87682542;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;28
NANTEUIL SAACY;87116558;JOB;2019;2019-05-21;P;P;Après 20h;0
CHAUFFRY;87116350;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;2
MELUN;87682005;JOB;2019;2019-03-26;D;D;De 16h à 20h;3260
BELLEVUE;87393116;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;82
COLOMBES;87381087;JOB;2019;2019-03-14;J;J4;De 10h à 16h;2619
NOGENT L'ARTAUD CHARLY;87116566;JOB;2019;2019-05-14;P;P;Avant 6h;62
ROUGEMONT CHANTELOUP;87431791;Samedi;2015;2015-10-03;T4;T4;Avant 6h;106
SAINT-LEU LA FORET;87276600;Samedi;2019;2019-10-12;H;H;De 10h à 16h;774
BELLEVUE;87393116;JOB;2018;2018-10-16;N;N;De 16h à 20h;929
SAINT-FARGEAU;87682542;JOB;2019;2019-03-26;D;D;De 16h à 20h;77
PARIS EST;87113001;Dimanche;2019;2019-03-16;P;P;Après 20h;2615
CHAVILLE RIVE DROITE;87382333;Samedi;2016;2016-03-12;U;U;Après 20h;63
MONTGERON CROSNE;87682104;Samedi;2019;2019-03-23;D;D;De 16h à 20h;681
CHAVILLE RIVE GAUCHE;87393207;JOB;2018;2018-10-16;N;N;Avant 6h;12
SAINT-FARGEAU;87682542;Samedi;2019;2019-03-23;D;D;De 16h à 20h;34
PROVINS;87116160;Dimanche;2019;2019-05-12;P;P;Après 20h;37
CHELLES GOURNAY;87116111;Dimanche;2019;2019-03-16;P;P;Avant 6h;46
SAINT-OUEN L'AUMONE;87276105;Samedi;2019;2019-10-12;H;H;Après 20h;198
HERBLAY;87381889;JOB;2018;2018-01-23;J;J6;De 10h à 16h;1077
COLOMBES;87381087;JOB;2019;2019-03-14;J;J4;De 6h à 10h;4617
SAINT-REMY LA VANNE;87116376;Dimanche;2019;2019-05-12;P;P;Après 20h;0
CHELLES GOURNAY;87116111;JOB;2019;2019-03-13;P;P;De 16h à 20h;2182
SAINT-OUEN L'AUMONE LIESSE;87337980;Dimanche;2019;2019-10-13;H;H;Après 20h;66
CLAMART;87391565;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;417
ERMONT EAUBONNE;87276055;JOB;2019;2019-03-14;J;J4;De 10h à 16h;2748
SAINT-SIMEON;87116368;JOB;2019;2019-05-14;P;P;De 10h à 16h;4
LA DEFENSE GRANDE ARCHE;87758011;JOB;2016;2016-03-22;U;U;Après 20h;488
MOULIN GALANT;87681403;Samedi;2019;2019-03-23;D;D;De 6h à 10h;129
CLAMART;87391565;JOB;2018;2018-10-16;N;N;Après 20h;142
ERMONT EAUBONNE;87276055;JOB;2019;2019-03-14;J;J4;De 16h à 20h;2767
SAINT-SIMEON;87116368;Samedi;2019;2019-05-11;P;P;De 16h à 20h;1
LA VERRIERE;87393256;Dimanche;2016;2016-03-13;U;U;De 6h à 10h;220
SARCELLES SAINT-BRICE;87276386;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;1048
ISSOU PORCHEVILLE;87381574;JOB;2018;2018-01-23;J;J6;Après 20h;14
SANNOIS;87276188;Dimanche;2019;2019-03-17;J;J4;De 16h à 20h;672
VERNEUIL L'ETANG;87116079;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;151
SAINT-CLOUD;87382358;JOB;2016;2016-03-15;U;U;De 10h à 16h;125
ORANGIS BOIS DE L'EPINE;87681346;Samedi;2019;2019-03-23;D;D;Après 20h;246
ISSOU PORCHEVILLE;87381574;JOB;2018;2018-01-23;J;J6;De 6h à 10h;121
AUBERGENVILLE ELISABETHVILLE;87386730;Dimanche;2016;2016-11-20;J;J5;De 6h à 10h;73
VERNEUIL L'ETANG;87116079;JOB;2019;2019-05-16;P;P;De 6h à 10h;25
COULOMMIERS;87116301;JOB;2019;2019-03-13;P;P;Avant 6h;216
TAVERNY;87276634;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;503
GARANCIERES LA QUEUE;87393439;Samedi;2018;2018-10-20;N;N;Après 20h;13
EPONE MEZIERES;87386763;JOB;2016;2016-11-22;J;J5;De 10h à 16h;252
VILLIERS MONTBARBIN;87116749;Samedi;2019;2019-05-11;P;P;De 6h à 10h;20
SAINT-CLOUD;87382358;JOB;2016;2016-03-17;U;U;De 10h à 16h;192
TAVERNY;87276634;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;367
LIANCOURT SAINT PIERRE;87381210;Dimanche;2016;2016-11-20;J;J6;Après 20h;0
VILLENEUVE SAINT-GEORGES;87681825;Samedi;2019;2019-03-23;D;D;De 10h à 16h;8854
BAGNEAUX SUR LOING;87684191;Samedi;2017;2017-03-11;R;R;Après 20h;5
COULOMMIERS;87116301;JOB;2019;2019-03-13;P;P;De 10h à 16h;426
TAVERNY;87276634;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;184
LA VERRIERE;87393256;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;148
EPONE MEZIERES;87386763;Samedi;2016;2016-11-19;J;J5;De 16h à 20h;250
CHARTRETTES;87682419;Dimanche;2017;2017-03-12;R;R;Après 20h;1
SEVRES VILLE D'AVRAY;87382341;Dimanche;2016;2016-03-13;U;U;De 16h à 20h;57
PIERREFITTE STAINS;87271163;Dimanche;2019;2019-03-24;D;D;Avant 6h;125
MANTES STATION;87381590;JOB;2018;2018-01-23;J;J6;Après 20h;25
VOSVES;87682500;JOB;2019;2019-03-26;D;D;Avant 6h;0
CHARTRETTES;87682419;Dimanche;2017;2017-03-12;R;R;Avant 6h;0
CROUY SUR OURCQ;87116640;Dimanche;2019;2019-05-12;P;P;Après 20h;6
VIARMES;87276568;Samedi;2019;2019-10-12;H;H;De 6h à 10h;40
MEUDON;87393108;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;396
YERRES;87682112;JOB;2019;2019-03-26;D;D;Après 20h;110
LA GRANDE PAROISSE;87682476;JOB;2017;2017-03-07;R;R;De 10h à 16h;26
SEVRES VILLE D'AVRAY;87382341;Dimanche;2016;2016-03-13;U;U;De 6h à 10h;16
ARGENTEUIL;87381848;Samedi;2019;2019-03-16;J;J4;Après 20h;775
MANTES STATION;87381590;JOB;2018;2018-01-30;J;J6;De 6h à 10h;27
VILLENNES SUR SEINE;87386649;Dimanche;2016;2016-11-20;J;J5;Après 20h;25
MELUN;87682005;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;2103
CROUY SUR OURCQ;87116640;Dimanche;2019;2019-05-19;P;P;De 10h à 16h;17
RIS ORANGIS;87681338;JOB;2019;2019-03-26;D;D;Avant 6h;122
MAURECOURT;87381483;Dimanche;2016;2016-11-20;J;J6;Avant 6h;5
VILLENNES SUR SEINE;87386649;Dimanche;2016;2016-11-20;J;J5;Avant 6h;5
MONTARGIS;87684001;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;323
ESBLY;87116327;Dimanche;2019;2019-05-12;P;P;De 16h à 20h;95
RIS ORANGIS;87681338;Samedi;2019;2019-03-23;D;D;De 6h à 10h;347
MONTFORT L'AMAURY MERE;87393892;JOB;2018;2018-10-16;N;N;Après 20h;15
VILLENNES SUR SEINE;87386649;JOB;2016;2016-11-22;J;J5;Après 20h;26
